Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Source Code,Source,Unit,Value,Flag,Flag Description
GT,Emissions totals,76,Brazil,723113,Emissions (CO2eq) (AR5),5063,Manure left on Pasture,2020,2020,3050,FAO TIER 1,kt,92323.5355,E,Estimated value
GT,Emissions totals,76,Brazil,723113,Emissions (CO2eq) (AR5),5063,Manure left on Pasture,2021,2021,3050,FAO TIER 1,kt,95072.248,E,Estimated value
GT,Emissions totals,76,Brazil,723113,Emissions (CO2eq) (AR5),5063,Manure left on Pasture,2022,2022,3050,FAO TIER 1,kt,99236.8025,E,Estimated value
GT,Emissions totals,76,Brazil,723113,Emissions (CO2eq) (AR5),5062,Manure applied to Soils,2010,2010,3050,FAO TIER 1,kt,10209.9995,E,Estimated value
GT,Emissions totals,76,Brazil,723113,Emissions (CO2eq) (AR5),5062,Manure applied to Soils,2011,2011,3050,FAO TIER 1,kt,10340.512,E,Estimated value
GT,Emissions totals,76,Brazil,723113,Emissions (CO2eq) (AR5),5062,Manure applied to Soils,2012,2012,3050,FAO TIER 1,kt,10219.7515,E,Estimated value
GT,Emissions totals,76,Brazil,723113,Emissions (CO2eq) (AR5),5062,Manure applied to Soils,2013,2013,3050,FAO TIER 1,kt,10071.272,E,Estimated value
GT,Emissions totals,76,Brazil,723113,Emissions (CO2eq) (AR5),5062,Manure applied to Soils,2014,2014,3050,FAO TIER 1,kt,10274.315,E,Estimated value
GT,Emissions totals,76,Brazil,723113,Emissions (CO2eq) (AR5),5062,Manure applied to Soils,2015,2015,3050,FAO TIER 1,kt,10052.086,E,Estimated value
GT,Emissions totals,76,Brazil,723113,Emissions (CO2eq) (AR5),5062,Manure applied to Soils,2016,2016,3050,FAO TIER 1,kt,9804.5495,E,Estimated value
GT,Emissions totals,76,Brazil,723113,Emissions (CO2eq) (AR5),5062,Manure applied to Soils,2017,2017,3050,FAO TIER 1,kt,9403.5515,E,Estimated value
GT,Emissions totals,76,Brazil,723113,Emissions (CO2eq) (AR5),5062,Manure applied to Soils,2018,2018,3050,FAO TIER 1,kt,9285.494,E,Estimated value
GT,Emissions totals,76,Brazil,723113,Emissions (CO2eq) (AR5),5062,Manure applied to Soils,2019,2019,3050,FAO TIER 1,kt,9212.619,E,Estimated value
GT,Emissions totals,76,Brazil,723113,Emissions (CO2eq) (AR5),5062,Manure applied to Soils,2020,2020,3050,FAO TIER 1,kt,9228.201,E,Estimated value
GT,Emissions totals,76,Brazil,723113,Emissions (CO2eq) (AR5),5062,Manure applied to Soils,2021,2021,3050,FAO TIER 1,kt,9402.518,E,Estimated value
GT,Emissions totals,76,Brazil,723113,Emissions (CO2eq) (AR5),5062,Manure applied to Soils,2022,2022,3050,FAO TIER 1,kt,9623.2895,E,Estimated value
GT,Emissions totals,76,Brazil,723113,Emissions (CO2eq) (AR5),5061,Synthetic Fertilizers,2010,2010,3050,FAO TIER 1,kt,17057.7055,E,Estimated value
GT,Emissions totals,76,Brazil,723113,Emissions (CO2eq) (AR5),5061,Synthetic Fertilizers,2011,2011,3050,FAO TIER 1,kt,21093.894,E,Estimated value
GT,Emissions totals,76,Brazil,723113,Emissions (CO2eq) (AR5),5061,Synthetic Fertilizers,2012,2012,3050,FAO TIER 1,kt,19069.506,E,Estimated value
GT,Emissions totals,76,Brazil,723113,Emissions (CO2eq) (AR5),5061,Synthetic Fertilizers,2013,2013,3050,FAO TIER 1,kt,22442.8765,E,Estimated value
GT,Emissions totals,76,Brazil,723113,Emissions (CO2eq) (AR5),5061,Synthetic Fertilizers,2014,2014,3050,FAO TIER 1,kt,24993.846,E,Estimated value
GT,Emissions totals,76,Brazil,723113,Emissions (CO2eq) (AR5),5061,Synthetic Fertilizers,2015,2015,3050,FAO TIER 1,kt,19324.0915,E,Estimated value
GT,Emissions totals,76,Brazil,723113,Emissions (CO2eq) (AR5),5061,Synthetic Fertilizers,2016,2016,3050,FAO TIER 1,kt,20040.3865,E,Estimated value
GT,Emissions totals,76,Brazil,723113,Emissions (CO2eq) (AR5),5061,Synthetic Fertilizers,2017,2017,3050,FAO TIER 1,kt,25141.398,E,Estimated value
GT,Emissions totals,76,Brazil,723113,Emissions (CO2eq) (AR5),5061,Synthetic Fertilizers,2018,2018,3050,FAO TIER 1,kt,25347.886,E,Estimated value
GT,Emissions totals,76,Brazil,723113,Emissions (CO2eq) (AR5),5061,Synthetic Fertilizers,2019,2019,3050,FAO TIER 1,kt,27101.4175,E,Estimated value
GT,Emissions totals,76,Brazil,723113,Emissions (CO2eq) (AR5),5061,Synthetic Fertilizers,2020,2020,3050,FAO TIER 1,kt,32614.2655,E,Estimated value
GT,Emissions totals,76,Brazil,723113,Emissions (CO2eq) (AR5),5061,Synthetic Fertilizers,2021,2021,3050,FAO TIER 1,kt,36971.263,E,Estimated value
GT,Emissions totals,76,Brazil,723113,Emissions (CO2eq) (AR5),5061,Synthetic Fertilizers,2022,2022,3050,FAO TIER 1,kt,37382.6225,E,Estimated value
GT,Emissions totals,159,China,723113,Emissions (CO2eq) (AR5),5064,Crop Residues,2010,2010,3050,FAO TIER 1,kt,28191.2035,E,Estimated value
GT,Emissions totals,159,China,723113,Emissions (CO2eq) (AR5),5064,Crop Residues,2011,2011,3050,FAO TIER 1,kt,29139.506,E,Estimated value
GT,Emissions totals,159,China,723113,Emissions (CO2eq) (AR5),5064,Crop Residues,2012,2012,3050,FAO TIER 1,kt,29961.5095,E,Estimated value
GT,Emissions totals,159,China,723113,Emissions (CO2eq) (AR5),5064,Crop Residues,2013,2013,3050,FAO TIER 1,kt,30476.4045,E,Estimated value
GT,Emissions totals,159,China,723113,Emissions (CO2eq) (AR5),5064,Crop Residues,2014,2014,3050,FAO TIER 1,kt,30805.4285,E,Estimated value
GT,Emissions totals,159,China,723113,Emissions (CO2eq) (AR5),5064,Crop Residues,2015,2015,3050,FAO TIER 1,kt,33261.0245,E,Estimated value
GT,Emissions totals,159,China,723113,Emissions (CO2eq) (AR5),5064,Crop Residues,2016,2016,3050,FAO TIER 1,kt,33187.8845,E,Estimated value
GT,Emissions totals,159,China,723113,Emissions (CO2eq) (AR5),5064,Crop Residues,2017,2017,3050,FAO TIER 1,kt,33384.064,E,Estimated value
GT,Emissions totals,159,China,723113,Emissions (CO2eq) (AR5),5064,Crop Residues,2018,2018,3050,FAO TIER 1,kt,33168.2745,E,Estimated value
GT,Emissions totals,159,China,723113,Emissions (CO2eq) (AR5),5064,Crop Residues,2019,2019,3050,FAO TIER 1,kt,33325.605,E,Estimated value
GT,Emissions totals,159,China,723113,Emissions (CO2eq) (AR5),5064,Crop Residues,2020,2020,3050,FAO TIER 1,kt,33690.722,E,Estimated value
GT,Emissions totals,159,China,723113,Emissions (CO2eq) (AR5),5064,Crop Residues,2021,2021,3050,FAO TIER 1,kt,34279.2605,E,Estimated value
GT,Emissions totals,159,China,723113,Emissions (CO2eq) (AR5),5064,Crop Residues,2022,2022,3050,FAO TIER 1,kt,34542.4585,E,Estimated value
GT,Emissions totals,159,China,723113,Emissions (CO2eq) (AR5),5060,Rice Cultivation,2010,2010,3050,FAO TIER 1,kt,149248.4392,E,Estimated value
GT,Emissions totals,159,China,723113,Emissions (CO2eq) (AR5),5060,Rice Cultivation,2011,2011,3050,FAO TIER 1,kt,150489.0128,E,Estimated value
GT,Emissions totals,159,China,723113,Emissions (CO2eq) (AR5),5060,Rice Cultivation,2012,2012,3050,FAO TIER 1,kt,151198.8464,E,Estimated value
GT,Emissions totals,159,China,723113,Emissions (CO2eq) (AR5),5060,Rice Cultivation,2013,2013,3050,FAO TIER 1,kt,152396.0088,E,Estimated value
GT,Emissions totals,159,China,723113,Emissions (CO2eq) (AR5),5060,Rice Cultivation,2014,2014,3050,FAO TIER 1,kt,152672.9624,E,Estimated value
GT,Emissions totals,159,China,723113,Emissions (CO2eq) (AR5),5060,Rice Cultivation,2015,2015,3050,FAO TIER 1,kt,152668.1128,E,Estimated value
GT,Emissions totals,159,China,723113,Emissions (CO2eq) (AR5),5060,Rice Cultivation,2016,2016,3050,FAO TIER 1,kt,152593.2324,E,Estimated value
GT,Emissions totals,159,China,723113,Emissions (CO2eq) (AR5),5060,Rice Cultivation,2017,2017,3050,FAO TIER 1,kt,152603.3656,E,Estimated value
GT,Emissions totals,159,China,723113,Emissions (CO2eq) (AR5),5060,Rice Cultivation,2018,2018,3050,FAO TIER 1,kt,149844.4416,E,Estimated value
GT,Emissions totals,159,China,723113,Emissions (CO2eq) (AR5),5060,Rice Cultivation,2019,2019,3050,FAO TIER 1,kt,147380.9876,E,Estimated value
GT,Emissions totals,159,China,723113,Emissions (CO2eq) (AR5),5060,Rice Cultivation,2020,2020,3050,FAO TIER 1,kt,149256.6656,E,Estimated value
GT,Emissions totals,159,China,723113,Emissions (CO2eq) (AR5),5060,Rice Cultivation,2021,2021,3050,FAO TIER 1,kt,148283.3072,E,Estimated value
GT,Emissions totals,159,China,723113,Emissions (CO2eq) (AR5),5060,Rice Cultivation,2022,2022,3050,FAO TIER 1,kt,146042.442,E,Estimated value
GT,Emissions totals,159,China,723113,Emissions (CO2eq) (AR5),5066,Burning - Crop residues,2010,2010,3050,FAO TIER 1,kt,5650.0199,E,Estimated value
GT,Emissions totals,159,China,723113,Emissions (CO2eq) (AR5),5066,Burning - Crop residues,2011,2011,3050,FAO TIER 1,kt,5763.7973,E,Estimated value
GT,Emissions totals,159,China,723113,Emissions (CO2eq) (AR5),5066,Burning - Crop residues,2012,2012,3050,FAO TIER 1,kt,5915.6459,E,Estimated value
GT,Emissions totals,159,China,723113,Emissions (CO2eq) (AR5),5066,Burning - Crop residues,2013,2013,3050,FAO TIER 1,kt,6045.5716,E,Estimated value
GT,Emissions totals,159,China,723113,Emissions (CO2eq) (AR5),5066,Burning - Crop residues,2014,2014,3050,FAO TIER 1,kt,6119.5738,E,Estimated value
GT,Emissions totals,159,China,723113,Emissions (CO2eq) (AR5),5066,Burning - Crop residues,2015,2015,3050,FAO TIER 1,kt,6860.7874,E,Estimated value
GT,Emissions totals,159,China,723113,Emissions (CO2eq) (AR5),5066,Burning - Crop residues,2016,2016,3050,FAO TIER 1,kt,6785.0463,E,Estimated value
GT,Emissions totals,159,China,723113,Emissions (CO2eq) (AR5),5066,Burning - Crop residues,2017,2017,3050,FAO TIER 1,kt,6607.475,E,Estimated value
GT,Emissions totals,159,China,723113,Emissions (CO2eq) (AR5),5066,Burning - Crop residues,2018,2018,3050,FAO TIER 1,kt,6547.1714,E,Estimated value
GT,Emissions totals,159,China,723113,Emissions (CO2eq) (AR5),5066,Burning - Crop residues,2019,2019,3050,FAO TIER 1,kt,6420.1193,E,Estimated value
GT,Emissions totals,159,China,723113,Emissions (CO2eq) (AR5),5066,Burning - Crop residues,2020,2020,3050,FAO TIER 1,kt,6422.7661,E,Estimated value
GT,Emissions totals,159,China,723113,Emissions (CO2eq) (AR5),5066,Burning - Crop residues,2021,2021,3050,FAO TIER 1,kt,6600.15,E,Estimated value
GT,Emissions totals,159,China,723113,Emissions (CO2eq) (AR5),5066,Burning - Crop residues,2022,2022,3050,FAO TIER 1,kt,6560.94,E,Estimated value
GT,Emissions totals,159,China,723113,Emissions (CO2eq) (AR5),5058,Enteric Fermentation,2010,2010,3050,FAO TIER 1,kt,201761.4984,E,Estimated value
GT,Emissions totals,159,China,723113,Emissions (CO2eq) (AR5),5058,Enteric Fermentation,2011,2011,3050,FAO TIER 1,kt,195484.8224,E,Estimated value
GT,Emissions totals,159,China,723113,Emissions (CO2eq) (AR5),5058,Enteric Fermentation,2012,2012,3050,FAO TIER 1,kt,191732.324,E,Estimated value
GT,Emissions totals,159,China,723113,Emissions (CO2eq) (AR5),5058,Enteric Fermentation,2013,2013,3050,FAO TIER 1,kt,189860.4036,E,Estimated value
GT,Emissions totals,159,China,723113,Emissions (CO2eq) (AR5),5058,Enteric Fermentation,2014,2014,3050,FAO TIER 1,kt,190090.4628,E,Estimated value
GT,Emissions totals,159,China,723113,Emissions (CO2eq) (AR5),5058,Enteric Fermentation,2015,2015,3050,FAO TIER 1,kt,191549.1788,E,Estimated value
GT,Emissions totals,159,China,723113,Emissions (CO2eq) (AR5),5058,Enteric Fermentation,2016,2016,3050,FAO TIER 1,kt,193224.9312,E,Estimated value
GT,Emissions totals,159,China,723113,Emissions (CO2eq) (AR5),5058,Enteric Fermentation,2017,2017,3050,FAO TIER 1,kt,187449.3908,E,Estimated value
GT,Emissions totals,159,China,723113,Emissions (CO2eq) (AR5),5058,Enteric Fermentation,2018,2018,3050,FAO TIER 1,kt,189264.194,E,Estimated value
GT,Emissions totals,159,China,723113,Emissions (CO2eq) (AR5),5058,Enteric Fermentation,2019,2019,3050,FAO TIER 1,kt,187442.5084,E,Estimated value
GT,Emissions totals,159,China,723113,Emissions (CO2eq) (AR5),5058,Enteric Fermentation,2020,2020,3050,FAO TIER 1,kt,188356.6104,E,Estimated value
GT,Emissions totals,159,China,723113,Emissions (CO2eq) (AR5),5058,Enteric Fermentation,2021,2021,3050,FAO TIER 1,kt,190548.2012,E,Estimated value
GT,Emissions totals,159,China,723113,Emissions (CO2eq) (AR5),5058,Enteric Fermentation,2022,2022,3050,FAO TIER 1,kt,191064.748,E,Estimated value
GT,Emissions totals,159,China,723113,Emissions (CO2eq) (AR5),5059,Manure Management,2010,2010,3050,FAO TIER 1,kt,67787.8534,E,Estimated value
GT,Emissions totals,159,China,723113,Emissions (CO2eq) (AR5),5059,Manure Management,2011,2011,3050,FAO TIER 1,kt,66584.2189,E,Estimated value
GT,Emissions totals,159,China,723113,Emissions (CO2eq) (AR5),5059,Manure Management,2012,2012,3050,FAO TIER 1,kt,67022.1357,E,Estimated value
GT,Emissions totals,159,China,723113,Emissions (CO2eq) (AR5),5059,Manure Management,2013,2013,3050,FAO TIER 1,kt,66504.5623,E,Estimated value
GT,Emissions totals,159,China,723113,Emissions (CO2eq) (AR5),5059,Manure Management,2014,2014,3050,FAO TIER 1,kt,66364.2533,E,Estimated value
GT,Emissions totals,159,China,723113,Emissions (CO2eq) (AR5),5059,Manure Management,2015,2015,3050,FAO TIER 1,kt,65895.0659,E,Estimated value
GT,Emissions totals,159,China,723113,Emissions (CO2eq) (AR5),5059,Manure Management,2016,2016,3050,FAO TIER 1,kt,65216.671,E,Estimated value
GT,Emissions totals,159,China,723113,Emissions (CO2eq) (AR5),5059,Manure Management,2017,2017,3050,FAO TIER 1,kt,63353.4886,E,Estimated value
GT,Emissions totals,159,China,723113,Emissions (CO2eq) (AR5),5059,Manure Management,2018,2018,3050,FAO TIER 1,kt,62748.963,E,Estimated value
GT,Emissions totals,159,China,723113,Emissions (CO2eq) (AR5),5059,Manure Management,2019,2019,3050,FAO TIER 1,kt,53410.2502,E,Estimated value
GT,Emissions totals,159,China,723113,Emissions (CO2eq) (AR5),5059,Manure Management,2020,2020,3050,FAO TIER 1,kt,60861.941,E,Estimated value
GT,Emissions totals,159,China,723113,Emissions (CO2eq) (AR5),5059,Manure Management,2021,2021,3050,FAO TIER 1,kt,64291.1779,E,Estimated value
GT,Emissions totals,159,China,723113,Emissions (CO2eq) (AR5),5059,Manure Management,2022,2022,3050,FAO TIER 1,kt,64503.7974,E,Estimated value
GT,Emissions totals,159,China,723113,Emissions (CO2eq) (AR5),5063,Manure left on Pasture,2010,2010,3050,FAO TIER 1,kt,56483.6105,E,Estimated value
